tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary,active_start_date,active_end_date,thrulanes_unidir,aadt_unidir,aadt_singl_unidir,aadt_combi_unidir
126+04204,HI-61,NORTHBOUND,ULUHALA ST,HI,HONOLULU,96734,21.37491,-157.78074,21.37956,-157.75723,1.709254,11.0,Pacific/Honolulu,P1.11,USA,73,2,N,2,43669,2,1,4,61,4,9,,30556,5494,1081,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,15278,2747,541
126+04207,HI-61,NORTHBOUND,HAMAKUA DR/KAINEHE ST,HI,HONOLULU,96734,21.38511,-157.7521,21.393,-157.7454,0.705338,15.0,Pacific/Honolulu,P1.11,USA,73,3,N,3,43669,2,1,4,61,4,9,,29100,1570,348,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,14550,785,174
126+04449,HI-76,NORTHBOUND,HI-764/GEIGER RD/IROQUOIS RD,HI,HONOLULU,96706,21.32277,-158.01667,21.33372,-158.02287,0.856919,4.0,Pacific/Honolulu,P1.11,USA,110,4,N,3,89770,2,,4,76,4,9,,31297,1834,979,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,15649,917,490
126+04448,HI-76,NORTHBOUND,HANAKAHI ST/KEONEULA BLVD,HI,HONOLULU,96706,21.31238,-158.0101,21.32277,-158.01667,0.833687,3.0,Pacific/Honolulu,P1.11,USA,110,4,N,3,89770,2,,4,76,4,9,,20600,712,461,1,99,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,10300,356,231
126+04206,HI-61,NORTHBOUND,ULUMANU DR,HI,HONOLULU,96734,21.38133,-157.75553,21.38511,-157.7521,0.341894,14.0,Pacific/Honolulu,P1.11,USA,73,3,N,3,43669,2,,4,61,4,9,,29100,1570,348,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,14550,785,174
126N04822,OLOMEA ST,SOUTHBOUND,PALAMA ST,HI,HONOLULU,96817,21.32415,-157.86567,21.32342,-157.86488,0.072653,1.5,Pacific/Honolulu,P1.11,USA,4821,4,N,3,89770,2,,6,98,4,9,,32800,1485,133,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,16400,743,67
126+04450,HI-76,NORTHBOUND,RENTON RD,HI,HONOLULU,96706,21.33372,-158.02287,21.3479,-158.02676,1.011164,5.0,Pacific/Honolulu,P1.11,USA,110,4,N,3,89770,2,,6,76,4,9,,40201,2479,3269,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,20101,1240,1635
126+04452,HI-76,NORTHBOUND,I-H1,HI,HONOLULU,96797,21.38002,-158.02906,21.38227,-158.03085,0.193469,9.0,Pacific/Honolulu,P1.11,USA,110,4,N,2,89770,2,,6,76,4,9,,68300,2931,4143,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,34150,1466,2072
126+04694,HI-7101,EASTBOUND,I-H1/HI-99/KAMEHAMEHA HWY,HI,HONOLULU,96797,21.38659,-157.99797,21.39205,-157.99154,0.559765,8.0,Pacific/Honolulu,P1.3,USA,152,4,N,3,89770,2,1,4,7101,4,1,,27089,1298,217,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,13545,649,109
126+04693,HI-7101,EASTBOUND,PAIWA ST,HI,HONOLULU,96797,21.37678,-158.0252,21.38659,-157.99797,1.902061,7.0,Pacific/Honolulu,P1.11,USA,152,4,N,3,89770,2,1,4,7101,4,1,,28833,2912,540,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,14417,1456,270
126+04451,HI-76,NORTHBOUND,EXIT 5,HI,HONOLULU,96706,21.34801,-158.02679,21.3722,-158.02584,1.737274,7.0,Pacific/Honolulu,P1.11,USA,110,4,N,2,89770,2,1,6,76,4,9,,52000,6700,3281,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,26000,3350,1641
126+04454,HI-750,NORTHBOUND,ANONUI,HI,HONOLULU,96797,21.38537,-158.03326,21.39633,-158.03792,0.814405,2.0,Pacific/Honolulu,P1.11,USA,111,3,N,3,89770,2,,4,750,4,1,,21961,2425,562,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,10981,1213,281
126+04696,KANEOHE BAY DR/MOKAPU SADDLE RD,EASTBOUND,KANEOHE BAY DR,HI,HONOLULU,96744,21.40277,-157.79926,21.41018,-157.77181,1.973209,2.0,Pacific/Honolulu,P1.11,USA,153,3,N,3,43669,2,1,2,65,4,9,,19807,1069,368,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,9904,535,184
126+04456,HI-750,NORTHBOUND,WRIGHT AVE,HI,HONOLULU,96786,21.45653,-158.05851,21.48172,-158.04823,1.863549,4.0,Pacific/Honolulu,P1.11,USA,111,3,N,4,89770,2,,2,750,4,1,,27000,446,33,1,13,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,13500,223,17
126+04698,KANEOHE BAY DR/MOKAPU SADDLE RD,EASTBOUND,LLIAINA ST/KAAPA QUARRY RD,HI,HONOLULU,96734,21.40598,-157.76281,21.40644,-157.75914,0.242534,5.0,Pacific/Honolulu,P1.11,USA,153,3,N,3,43669,2,,4,65,4,9,,19700,528,68,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,9850,264,34
126+04697,KANEOHE BAY DR/MOKAPU SADDLE RD,EASTBOUND,I-H3,HI,HONOLULU,96744,21.41018,-157.77181,21.4076,-157.76764,0.323082,3.0,Pacific/Honolulu,P1.3,USA,153,3,N,3,43669,2,,4,65,4,9,,18529,1592,224,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,9265,796,112
126+04455,HI-750,NORTHBOUND,KUNIA DR,HI,HONOLULU,96797,21.39642,-158.03796,21.456529983328,-158.058510006792,4.500831,3.0,Pacific/Honolulu,P1.11,USA,111,3,N,3,89770,2,,2,750,4,1,,20600,2012,350,1,24,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,10300,1006,175
126N04816,HI-98,SOUTHBOUND,PALAMA ST,HI,HONOLULU,96817,21.32342,-157.86488,21.32306,-157.86461,0.030337,1.5,Pacific/Honolulu,P1.11,USA,4809,4,N,3,89770,2,,6,98,4,9,,32800,1485,133,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,16400,743,67
126+04457,HI-750,NORTHBOUND,HI-99/WILIKINA DR,HI,HONOLULU,96786,21.48172,-158.04823,21.48795,-158.03996,0.704803,5.0,Pacific/Honolulu,P1.11,USA,111,3,N,4,89770,2,,4,750,4,1,,27000,446,33,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,13500,223,17
126N04811,HI-98,SOUTHBOUND,PUNCHBOWL ST,HI,HONOLULU,96813,21.31007,-157.85436,21.30986,-157.85412,0.02119,7.0,Pacific/Honolulu,P1.11,USA,4809,4,N,3,89770,2,,6,98,4,9,,10900,92,36,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,5450,46,18
126N04810,HI-98,SOUTHBOUND,I-H1,HI,HONOLULU,96813,21.30589,-157.8497,21.30584,-157.84932,0.025032,9.0,Pacific/Honolulu,P1.11,USA,4809,4,N,1,89770,2,,8,1,2,10,,162900,19527,615,1,93,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,81450,9764,308
126N04813,HI-98,SOUTHBOUND,HI-61/PALI HWY,HI,HONOLULU,96813,21.31288,-157.85658,21.31273,-157.85647,0.012549,4.0,Pacific/Honolulu,P1.11,USA,4809,4,N,3,89770,2,,6,98,4,9,,24200,110,43,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,12100,55,22
126N04808,PALI HWY,SOUTHBOUND,S KUKUI ST,HI,HONOLULU,96813,21.31209,-157.85752,21.31187,-157.85785,0.026196,1.5,Pacific/Honolulu,P1.11,USA,4806,3,N,3,89770,2,,4,7505,6,1,,12395,2698,219,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,6198,1349,110
126N04807,PALI HWY,SOUTHBOUND,S BERETANIA ST,HI,HONOLULU,96813,21.31082,-157.85869,21.31065,-157.85878,0.013099,2.0,Pacific/Honolulu,P1.11,USA,4806,3,N,3,89770,1,,4,7505,6,1,,9381,142,70,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,9381,142,70
126+04665,HI-83,WESTBOUND,COMSAT RD,HI,HONOLULU,96731,21.67769,-157.95208,21.67957,-158.0345,6.20969,15.0,Pacific/Honolulu,P1.11,USA,72,2,N,3,99999,2,1,2,83,4,9,,8509,440,40,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,4255,220,20
126N04804,PALI HWY,SOUTHBOUND,S KUKUI ST,HI,HONOLULU,96813,21.31241,-157.85717,21.31166,-157.85798,0.073527,1.5,Pacific/Honolulu,P1.11,USA,4803,3,N,3,89770,2,,6,7505,6,1,,11909,2276,187,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,5955,1138,94
126+04673,KAPIOLANI BLVD,WESTBOUND,I-H1/LUNALILO FWY/WAIAKA RD,HI,HONOLULU,96826,21.28855,-157.81553,21.28827,-157.81718,0.107965,5.0,Pacific/Honolulu,P1.11,USA,81,4,N,3,89770,2,1,6,7503,6,1,,13853,3895,73,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,6927,1948,37
126+04676,HI-93,NORTHBOUND,MAKUA VALLEY RD,HI,HONOLULU,96792,21.50001,-158.22957,21.52835,-158.22761,1.97035,12.0,Pacific/Honolulu,P1.11,USA,91,5,N,3,89770,2,1,2,93,4,9,,2100,31,9,1,38,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,1050,16,5
126+04675,HI-93,NORTHBOUND,KEAAU HOMESTEADS RD,HI,HONOLULU,96792,21.47668,-158.21968,21.50001,-158.22957,1.92276,11.0,Pacific/Honolulu,P1.11,USA,91,5,N,3,89770,2,1,2,93,4,9,,2835,170,15,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,1418,85,8
126N04198,HI-61,SOUTHBOUND,HI-98/S VINEYARD BLVD,HI,HONOLULU,96813,21.31296,-157.85649,21.31288,-157.85658,0.008006,18.0,Pacific/Honolulu,P1.11,USA,73,3,N,3,89770,2,,6,7505,6,1,,12730,2989,241,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,6365,1495,121
126N04196,HI-83,EASTBOUND,JOSEPH P LEONG HWY,HI,HONOLULU,96712,21.60183,-158.10029,21.60236,-158.09985,0.062939,2.0,Pacific/Honolulu,P1.11,USA,72,2,N,3,99998,2,,2,83,4,9,,15100,238,51,1,55,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,7550,119,26
126N04199,HI-61,SOUTHBOUND,I-H1/LUNALILO FWY,HI,HONOLULU,96813,21.31627,-157.85307,21.31433,-157.85496,0.181365,16.0,Pacific/Honolulu,P1.11,USA,73,3,N,2,89770,2,1,4,61,4,9,,23825,779,425,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,11913,390,213
126-04098,I-H1,EASTBOUND,KILAUEA AVE,HI,HONOLULU,96816,21.27878,-157.7892,21.27824,-157.78396,0.339402,58.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,6,1,2,10,,37400,7638,243,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,18700,3819,122
126-04099,I-H1,EASTBOUND,WAIALAE AVE (HONOLULU) (EAST),HI,HONOLULU,96816,21.27962,-157.79901,21.27843,-157.79424,0.324497,56.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,6,1,2,10,,78700,10083,754,1,99,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,39350,5042,377
126N04186,HI-83,EASTBOUND,I-H3,HI,HONOLULU,96744,21.38594,-157.79192,21.38414,-157.79004,0.173493,16.0,Pacific/Honolulu,P1.11,USA,72,2,N,3,43669,2,1,4,83,4,9,,39800,4073,374,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,19900,2037,187
126N04185,HI-83,EASTBOUND,HI-61/KALANIANAOLE HWY/PALI HWY,HI,HONOLULU,96744,21.37581,-157.78184,21.37491,-157.78074,0.095168,18.0,Pacific/Honolulu,P1.11,USA,72,2,N,3,43669,2,,4,83,4,9,,39800,4073,374,1,92,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,19900,2037,187
126N04184,HI-63,SOUTHBOUND,HI-830/KAMEHAMEHA HWY,HI,HONOLULU,96744,21.40295,-157.79954,21.40314,-157.80038,0.055608,1.0,Pacific/Honolulu,P1.11,USA,71,2,N,3,43669,2,,4,83,4,9,,25366,2861,448,1,84,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,12683,1431,224
126N04189,HI-83,EASTBOUND,HI-63/LIKELIKE HWY,HI,HONOLULU,96744,21.40361,-157.80702,21.40299,-157.80698,0.042907,11.0,Pacific/Honolulu,P1.11,USA,72,2,N,3,43669,1,,1,83,4,9,,22986,2744,968,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,22986,2744,968
126N04188,HI-83,EASTBOUND,HI-830/KANEOHE BAY DR,HI,HONOLULU,96744,21.40303,-157.80039,21.40265,-157.79981,0.058545,13.0,Pacific/Honolulu,P1.11,USA,72,2,N,3,43669,2,,5,83,4,9,,24802,2514,469,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,12401,1257,235
126N04183,HI-63,SOUTHBOUND,HI-83/KAHEKILI HWY,HI,HONOLULU,96744,21.40337,-157.80649,21.40288,-157.80759,0.078429,3.0,Pacific/Honolulu,P1.11,USA,71,2,N,2,43669,2,,5,63,4,9,,32198,3884,603,1,44,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,16099,1942,302
126+04650,WARD AVE,NORTHBOUND,KINAU ST,HI,HONOLULU,96814,21.30201,-157.8502,21.30478,-157.84908,0.204499,3.0,Pacific/Honolulu,P1.11,USA,82,3,N,3,89770,2,,4,7511,6,1,,23000,403,281,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,11500,202,141
126+04652,KING ST,SOUTHBOUND,PUNAHOU ST,HI,HONOLULU,96826,21.2972,-157.83657,21.29701,-157.83606,0.035363,9.0,Pacific/Honolulu,P1.11,USA,85,3,N,3,89770,1,,3,7402,6,1,,16474,5659,248,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,16474,5659,248
126+04651,BERETANIA ST,NORTHBOUND,PUNAHOU ST,HI,HONOLULU,96826,21.2967,-157.8298,21.2987,-157.83534,0.382424,3.0,Pacific/Honolulu,P1.11,USA,84,4,N,3,89770,1,,3,7502,6,1,,18814,450,207,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,18814,450,207
126+04654,KAPIOLANI BLVD,WESTBOUND,MCCULLY ST,HI,HONOLULU,96826,21.28745,-157.82612,21.28946,-157.83234,0.427195,8.0,Pacific/Honolulu,P1.11,USA,81,3,N,3,89770,2,,6,7503,6,1,,23587,2205,207,1,99,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,11794,1103,104
126+04653,HI-99,NORTHBOUND,FARRINGTON HWY (PEARL CITY),HI,HONOLULU,96782,21.38724,-157.95437,21.39644,-157.97788,1.643037,15.0,Pacific/Honolulu,P1.11,USA,87,3,N,2,89770,2,1,6,99,4,9,,25258,740,229,1,99,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,12629,370,115
126+04655,KAPIOLANI BLVD,WESTBOUND,ATKINSON DR,HI,HONOLULU,96814,21.29055,-157.83619,21.29072,-157.83718,0.065162,11.0,Pacific/Honolulu,P1.11,USA,81,3,N,3,89770,2,,5,7503,6,1,,25740,5996,439,1,99,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,12870,2998,220
126N04173,I-H2,SOUTHBOUND,LAKEVIEW CIR,HI,HONOLULU,96786,21.4893,-158.03526,21.48941,-158.03493,0.022532,1.5,Pacific/Honolulu,P1.11,USA,66,2,N,2,89770,2,,4,99,4,9,,35000,39,9,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,17500,20,5
126N04179,HI-63,SOUTHBOUND,KAMEHAMEHA IV RD,HI,HONOLULU,96819,21.34779,-157.86537,21.34684,-157.86668,0.107058,8.0,Pacific/Honolulu,P1.11,USA,71,2,N,2,89770,2,,5,63,4,9,,33424,1815,596,1,98,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,16712,908,298
126N04177,HI-63,SOUTHBOUND,I-H1/LUNALILO FWY,HI,HONOLULU,96819,21.33397,-157.87271,21.33213,-157.87412,0.192783,11.0,Pacific/Honolulu,P1.11,USA,71,2,N,2,89770,2,1,2,63,4,9,,19500,766,493,1,78,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,9750,383,247
126N04172,I-H1,EASTBOUND,AINAKOA AVE/WAIKUI ST,HI,HONOLULU,96821,21.2778,-157.7799,21.27778,-157.77973,0.01103,61.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,6,1,2,10,,37400,7638,243,1,88,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,18700,3819,122
126N04171,HI-92,EASTBOUND,FORT ST/FORT STREET MALL,HI,HONOLULU,96813,21.30816,-157.86445,21.30792,-157.86435,0.017785,14.5,Pacific/Honolulu,P1.11,USA,70,3,N,3,89770,2,,8,92,4,9,,44700,4600,3125,1,87,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,22350,2300,1563
126P04871,I-H1 HOV LN,EASTBOUND,I-H1,HI,HONOLULU,96797,21.39165,-158.01532,21.39182,-158.01516,0.01568,2.0,Pacific/Honolulu,P1.11,USA,4870,3,N,1,89770,2,,8,1,2,10,,164700,29023,3738,1,93,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,82350,14512,1869
126N04170,HI-92,EASTBOUND,I-H1,HI,HONOLULU,96818,21.33965,-157.92899,21.33957,-157.92882,0.012255,1.5,Pacific/Honolulu,P1.11,USA,70,3,N,3,89770,2,,6,92,4,9,,23500,1779,103,1,98,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,11750,890,52
126+04865,BERETANIA ST,NORTHBOUND,MAUNAKEA ST,HI,HONOLULU,96817,21.31214,-157.86013,21.31333,-157.86119,0.106852,10.5,Pacific/Honolulu,P1.11,USA,84,4,N,3,89770,1,,6,7502,6,1,,17410,1878,283,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,6,17410,1878,283
126+04867,WAIALAE AVE,WESTBOUND,KAPIOLANI BLVD,HI,HONOLULU,96816,21.28619,-157.80581,21.28902,-157.81312,0.521762,2.5,Pacific/Honolulu,P1.11,USA,130,4,N,3,89770,2,,5,7801,6,1,,15818,662,297,1,80,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,7909,331,149
126P04878,I-H1 HOV LN,EASTBOUND,HI-92/N NIMITZ HWY,HI,HONOLULU,96818,21.33052,-157.88748,21.32871,-157.88677,0.134111,10.0,Pacific/Honolulu,P1.11,USA,4870,3,N,3,89770,2,,7,92,4,9,,61901,3370,1404,1,99,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,30951,1685,702
126N04165,HI-92,EASTBOUND,I-H1 (HONOLULU) (EAST),HI,HONOLULU,96819,21.33454,-157.89817,21.33237,-157.88975,0.563728,8.0,Pacific/Honolulu,P1.11,USA,70,3,N,3,89770,2,,3,92,4,9,,9850,734,172,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1.5,4925,367,86
126N04163,HI-92,EASTBOUND,WAIAKAMILO RD,HI,HONOLULU,96817,21.32154,-157.87946,21.32147,-157.87939,0.006609,11.0,Pacific/Honolulu,P1.11,USA,70,3,N,3,89770,2,,6,92,4,9,,44893,4387,2895,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,22447,2194,1448
126N04169,HI-92,EASTBOUND,RODGERS BLVD,HI,HONOLULU,96819,21.33762,-157.91872,21.33756,-157.91836,0.023545,2.0,Pacific/Honolulu,P1.11,USA,70,3,N,1,89770,2,1,6,1,2,10,,77800,19401,1516,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,38900,9701,758
126N04168,HI-92,EASTBOUND,PAIEA ST,HI,HONOLULU,96819,21.33702,-157.91479,21.33699,-157.91457,0.014307,3.5,Pacific/Honolulu,P1.11,USA,70,3,N,1,89770,2,1,6,1,2,10,,77800,19401,1516,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,38900,9701,758
126N04166,HI-92,EASTBOUND,PUULOA RD,HI,HONOLULU,96819,21.33503,-157.90154,21.33494,-157.90088,0.042922,6.0,Pacific/Honolulu,P1.11,USA,70,3,N,3,89770,2,,6,92,4,9,,35667,6533,1686,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,17834,3267,843
126N04160,HI-92,EASTBOUND,FORT ST/FORT STREET MALL,HI,HONOLULU,96813,21.30792,-157.86435,21.30766,-157.86418,0.021031,14.5,Pacific/Honolulu,P1.11,USA,69,3,N,3,89770,2,,8,92,4,9,,44700,4600,3125,1,97,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,22350,2300,1563
126+04872,I-H1 HOV LN,EASTBOUND,PAIWA ST,HI,HONOLULU,96797,21.39182,-158.01516,21.398770011002,-157.997290056232,1.321162,1.0,Pacific/Honolulu,P1.6,USA,4870,3,N,1,89770,2,1,8,1,2,10,,156995,17123,2102,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,78498,8562,1051
126+04874,I-H1 HOV LN,EASTBOUND,MOANALUA RD,HI,HONOLULU,96782,21.39807,-157.99068,21.39244,-157.95913,2.187282,5.0,Pacific/Honolulu,P1.6,USA,4870,3,N,1,89770,2,1,9,1,2,10,,203105,33208,3203,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4.5,101553,16604,1602
126+04876,I-H1 HOV LN,EASTBOUND,H1 (EAST),HI,HONOLULU,96818,21.37288,-157.92524,21.34672,-157.93347,1.895964,9.0,Pacific/Honolulu,P1.7,USA,4870,3,N,1,89770,2,1,7,1,2,10,,92200,21446,1371,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,46100,10723,686
126+04875,I-H1 HOV LN,EASTBOUND,I-H201,HI,HONOLULU,96701,21.39244,-157.95913,21.372880019931,-157.925239998893,2.805526,7.0,Pacific/Honolulu,P1.7,USA,4870,3,N,1,89770,2,1,9,1,2,10,,204404,9442,1100,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4.5,102202,4721,550
126+04878,I-H1 HOV LN,EASTBOUND,HI-92/N NIMITZ HWY,HI,HONOLULU,96818,21.33479,-157.89837,21.33052,-157.88748,0.791648,12.0,Pacific/Honolulu,P1.11,USA,4870,3,N,3,89770,2,,8,92,4,9,,22878,1392,480,1,98,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,11439,696,240
126+04877,I-H1 HOV LN,EASTBOUND,HI-7310/PUULOA RD,HI,HONOLULU,96818,21.34672,-157.93347,21.3347900032,-157.898370020001,2.584482,8.0,Pacific/Honolulu,P1.6,USA,4870,3,N,1,89770,2,1,6,1,2,10,,85219,18141,1665,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,42610,9071,833
126+04836,PUNAHOU ST,NORTHBOUND,S BERETANIA ST,HI,HONOLULU,96826,21.29732,-157.83592,21.2987,-157.83534,0.102435,1.0,Pacific/Honolulu,P1.11,USA,4834,3,N,3,89770,2,,4,7614,6,1,,15538,1057,533,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,7769,529,267
126+04838,PUNAHOU ST,NORTHBOUND,DOLE ST,HI,HONOLULU,96822,21.30112,-157.83379,21.30185,-157.8333,0.059487,4.0,Pacific/Honolulu,P1.11,USA,4834,3,N,3,89770,2,,6,7614,6,1,,15538,1057,533,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,7769,529,267
126+04837,PUNAHOU ST,NORTHBOUND,I-H1,HI,HONOLULU,96826,21.2987,-157.83534,21.30074,-157.83402,0.164578,2.0,Pacific/Honolulu,P1.11,USA,4834,3,N,3,89770,2,,6,7614,6,1,,15538,1057,533,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,7769,529,267
126+04839,PUNAHOU ST,NORTHBOUND,WILDER AVE,HI,HONOLULU,96822,21.30185,-157.8333,21.30292,-157.83256,0.087941,5.0,Pacific/Honolulu,P1.11,USA,4834,4,N,3,89770,2,,6,7614,6,1,,15538,1057,533,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,7769,529,267
126+50221,HI-8930,NORTHBOUND,HI-7110/FARRINGTON HWY,HI,HONOLULU,96707,21.33624,-158.05137,21.36208,-158.05529,2.023503,2.0,Pacific/Honolulu,P1.11,USA,50219,4,N,3,89770,2,,4,8930,4,1,,18400,2530,401,1,99,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,9200,1265,201
126+50222,HI-8930,NORTHBOUND,I-H1/QUEEN LILIUOKALANI FWY,HI,HONOLULU,96707,21.36208,-158.05529,21.36528,-158.05895,0.323015,3.0,Pacific/Honolulu,P1.11,USA,50219,4,N,3,89770,2,,6,8930,4,1,,23163,4414,701,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,11582,2207,351
126+04814,HI-98,NORTHBOUND,NUUANU AVE,HI,HONOLULU,96813,21.31296,-157.85649,21.31454,-157.8577,0.134113,7.0,Pacific/Honolulu,P1.11,USA,4809,4,N,3,89770,2,,6,98,4,9,,24200,110,43,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,12100,55,22
