tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary,active_start_date,active_end_date,thrulanes_unidir,aadt_unidir,aadt_singl_unidir,aadt_combi_unidir
126+04813,HI-98,NORTHBOUND,HI-61/PALI HWY,HI,HONOLULU,96813,21.31155,-157.85545,21.31281,-157.85638,0.105644,5.0,Pacific/Honolulu,P1.11,USA,4809,4,N,3,89770,2,,6,98,4,9,,24200,110,43,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,12100,55,22
126+04816,HI-98,NORTHBOUND,PALAMA ST,HI,HONOLULU,96817,21.32001,-157.86213,21.32311,-157.86445,0.261063,9.0,Pacific/Honolulu,P1.11,USA,4809,4,N,3,89770,2,,6,98,4,9,,32551,1472,132,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,16276,736,66
126+04815,HI-98,NORTHBOUND,LILIHA ST,HI,HONOLULU,96817,21.31454,-157.8577,21.32001,-157.86213,0.473437,8.0,Pacific/Honolulu,P1.11,USA,4809,4,N,3,89770,2,1,6,98,4,9,,17291,688,177,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,8646,344,89
126P04829,KING ST,SOUTHBOUND,HI-63/KALIHI ST,HI,HONOLULU,96817,21.33095,-157.87551,21.3308,-157.87517,0.024208,1.001,Pacific/Honolulu,P1.11,USA,85,4,N,3,89770,2,,4,7402,6,1,,18900,680,357,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,9450,340,179
126+04819,HALONA ST,NORTHBOUND,I-H1,HI,HONOLULU,96817,21.32399,-157.86511,21.32491,-157.86584,0.079049,1.0,Pacific/Honolulu,P1.11,USA,4817,4,N,1,89770,2,1,8,1,2,10,,105933,3391,248,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,52967,1696,124
126P04831,KING ST,SOUTHBOUND,HI-90/LILIHA ST/DILLINGHAM BLVD,HI,HONOLULU,96817,21.31842,-157.86482,21.31793,-157.86463,0.03599,1.001,Pacific/Honolulu,P1.11,USA,85,4,N,3,89770,2,,6,7402,6,1,,21929,3625,706,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,10965,1813,353
126P04837,PUNAHOU ST,NORTHBOUND,I-H1,HI,HONOLULU,96826,21.30074,-157.83402,21.30112,-157.83379,0.030171,3.0,Pacific/Honolulu,P1.11,USA,4834,3,N,3,89770,2,1,6,7614,6,1,,15538,1057,533,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,7769,529,267
126P04832,KING ST,SOUTHBOUND,N BERETANIA ST,HI,HONOLULU,96817,21.31675,-157.86427,21.3162,-157.86423,0.038103,1.001,Pacific/Honolulu,P1.11,USA,85,4,N,3,89770,2,,5,7402,6,1,,19779,2572,542,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,9890,1286,271
126P04835,PUNAHOU ST,NORTHBOUND,S KING ST,HI,HONOLULU,96826,21.29701,-157.83606,21.29732,-157.83592,0.023233,1.5,Pacific/Honolulu,P1.11,USA,4834,3,N,3,89770,2,,4,7614,6,1,,15538,1057,533,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,7769,529,267
126P04818,HALONA ST,NORTHBOUND,PALAMA ST,HI,HONOLULU,96817,21.32351,-157.86475,21.32399,-157.86511,0.040449,2.0,Pacific/Honolulu,P1.11,USA,4817,4,N,3,89770,2,,6,98,4,9,,32800,1485,133,1,96,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,16400,743,67
126+04830,KING ST,SOUTHBOUND,HOUGHTAILING ST/WAIAKAMILO RD,HI,HONOLULU,96817,21.3308,-157.87517,21.32851,-157.87152,0.284446,1.001,Pacific/Honolulu,P1.11,USA,85,4,N,3,89770,2,,4,7402,6,1,,18831,675,351,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,9416,338,176
126+04832,KING ST,SOUTHBOUND,N BERETANIA ST,HI,HONOLULU,96817,21.31793,-157.86463,21.31675,-157.86427,0.084853,1.001,Pacific/Honolulu,P1.11,USA,85,4,N,3,89770,2,,5,7402,6,1,,22051,3633,708,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,11026,1817,354
126+04831,KING ST,SOUTHBOUND,HI-90/LILIHA ST/DILLINGHAM BLVD,HI,HONOLULU,96817,21.32851,-157.87152,21.31842,-157.86482,0.823748,1.001,Pacific/Honolulu,P1.11,USA,85,4,N,3,89770,2,1,4,7402,6,1,,16341,544,200,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,8171,272,100
126+04833,KING ST,SOUTHBOUND,IWILEI RD,HI,HONOLULU,96817,21.3162,-157.86423,21.31491,-157.86424,0.089131,1.001,Pacific/Honolulu,P1.11,USA,85,4,N,3,89770,2,,5,7402,6,1,,16300,883,275,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,8150,442,138
126N04118,I-H1,EASTBOUND,AOLELE ST/EXIT 16,HI,HONOLULU,96819,21.33816,-157.92236,21.33594,-157.90749,0.96909,20.5,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,6,1,2,10,,75472,18499,1545,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,37736,9250,773
126N04117,I-H1,EASTBOUND,HI-92,HI,HONOLULU,96819,21.33454,-157.89817,21.33536,-157.88784,0.6919,22.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,4,1,2,10,,55902,2258,190,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,27951,1129,95
126N04116,I-H1,EASTBOUND,HI-78/MIDDLE ST,HI,HONOLULU,96819,21.33744,-157.88428,21.33635,-157.88172,0.1829,24.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,2,4,1,2,10,,107611,3754,243,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,53806,1877,122
126N04115,I-H1,EASTBOUND,KALIHI ST,HI,HONOLULU,96819,21.33434,-157.87464,21.3318,-157.87161,0.262755,26.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,8,1,2,10,,146600,24896,2135,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,73300,12448,1068
126N04119,I-H1,EASTBOUND,HI-92/HI-99,HI,HONOLULU,96818,21.35129,-157.9329,21.33965,-157.92899,0.918103,19.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,6,1,2,10,,92223,21393,1374,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,46112,10697,687
126N04110,I-H1,EASTBOUND,HI-61,HI,HONOLULU,96813,21.31625,-157.85613,21.31156,-157.8527,0.393197,36.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,8,1,2,10,,162900,19527,615,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,81450,9764,308
126P04251,KAPIOLANI BLVD,WESTBOUND,KALAKAUA AVE,HI,HONOLULU,96814,21.29055,-157.83566,21.29055,-157.83619,0.034114,10.0,Pacific/Honolulu,P1.11,USA,81,3,N,3,89770,2,,5,7503,6,1,,25740,5996,439,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,12870,2998,220
126N04114,I-H1,EASTBOUND,HOUGHTAILING ST,HI,HONOLULU,96817,21.33001,-157.86994,21.32778,-157.86845,0.181449,28.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,10,1,2,10,,146600,24896,2135,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,5,73300,12448,1068
126N04113,I-H1,EASTBOUND,PALAMA ST/OLOMEA ST,HI,HONOLULU,96817,21.32677,-157.8677,21.32276,-157.86141,0.512915,30.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,8,1,2,10,,176454,7043,502,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,88227,3522,251
126-50154,N SCHOOL ST,SOUTHBOUND,HI-63/LIKELIKE HWY,HI,HONOLULU,96819,21.34262,-157.8771,21.33636,-157.8698,0.655982,1.0,Pacific/Honolulu,P1.11,USA,50148,4,N,4,89770,2,,4,7414,6,1,,13666,280,76,1,25,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,6833,140,38
126N04112,I-H1,EASTBOUND,LILIHA ST,HI,HONOLULU,96817,21.32197,-157.86075,21.32023,-157.85935,0.150356,32.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,8,1,2,10,,172700,19293,987,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,86350,9647,494
126N04111,I-H1,EASTBOUND,AALA ST,HI,HONOLULU,96817,21.31871,-157.85813,21.31648,-157.85632,0.193136,34.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,8,1,2,10,,172227,19303,968,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,86114,9652,484
126-04257,WARD AVE,SOUTHBOUND,S KING ST,HI,HONOLULU,96814,21.30478,-157.84908,21.30201,-157.8502,0.204499,5.0,Pacific/Honolulu,P1.11,USA,82,3,N,3,89770,2,,4,7511,6,1,,23000,403,281,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,11500,202,141
126P04258,WARD AVE,NORTHBOUND,I-H1/LUNALILO ST/LUNALILO FWY,HI,HONOLULU,96813,21.30547,-157.84881,21.30594,-157.84862,0.034701,5.0,Pacific/Honolulu,P1.11,USA,82,3,N,3,89770,2,1,4,7511,6,1,,23000,403,281,1,65,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,11500,202,141
126P04255,WARD AVE,NORTHBOUND,HI-92/ALA MOANA BLVD,HI,HONOLULU,96814,21.29498,-157.85786,21.29571,-157.8568,0.084869,1.0,Pacific/Honolulu,P1.11,USA,82,4,N,3,89770,2,,4,7511,6,1,,13993,397,401,1,99,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,6997,199,201
126P04254,KAPIOLANI BLVD,WESTBOUND,S KING ST,HI,HONOLULU,96813,21.3023,-157.85496,21.3034,-157.85549,0.083359,13.5,Pacific/Honolulu,P1.11,USA,81,4,N,3,89770,2,,6,7503,6,1,,21735,2759,341,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,10868,1380,171
126-04252,KAPIOLANI BLVD,EASTBOUND,PIIKOI ST/PENSACOLA ST,HI,HONOLULU,96814,21.29895,-157.85271,21.29474,-157.84625,0.517701,3.0,Pacific/Honolulu,P1.11,USA,81,3,N,3,89770,2,,6,7503,6,1,,27555,3630,403,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,13778,1815,202
126-04251,KAPIOLANI BLVD,EASTBOUND,KALAKAUA AVE,HI,HONOLULU,96814,21.29072,-157.83718,21.29055,-157.83619,0.065162,5.0,Pacific/Honolulu,P1.11,USA,81,3,N,3,89770,2,,5,7503,6,1,,25740,5996,439,1,99,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,12870,2998,220
126-04250,KAPIOLANI BLVD,EASTBOUND,UNIVERSITY AVE,HI,HONOLULU,96826,21.28946,-157.83234,21.28745,-157.82612,0.42644,8.0,Pacific/Honolulu,P1.11,USA,81,3,N,3,89770,2,,6,7503,6,1,,23587,2205,207,1,99,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,11794,1103,104
126-04256,WARD AVE,SOUTHBOUND,KAPIOLANI BLVD,HI,HONOLULU,96814,21.30201,-157.8502,21.29895,-157.85271,0.266164,6.0,Pacific/Honolulu,P1.11,USA,82,3,N,3,89770,2,,4,7511,6,1,,23000,403,281,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,11500,202,141
126-04255,WARD AVE,SOUTHBOUND,HI-92/ALA MOANA BLVD,HI,HONOLULU,96814,21.29895,-157.85271,21.29571,-157.8568,0.346758,7.0,Pacific/Honolulu,P1.11,USA,82,4,N,3,89770,2,,4,7511,6,1,,23000,403,281,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,11500,202,141
126-04253,KAPIOLANI BLVD,EASTBOUND,WARD AVE,HI,HONOLULU,96813,21.3023,-157.85496,21.29895,-157.85271,0.273944,2.0,Pacific/Honolulu,P1.11,USA,81,4,N,3,89770,2,,6,7503,6,1,,21943,2789,342,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,10972,1395,171
126N04107,I-H1,EASTBOUND,PUNAHOU ST,HI,HONOLULU,96814,21.30195,-157.8359,21.30179,-157.83545,0.03101,42.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,7,1,2,10,,172400,19077,764,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,86200,9539,382
126N04106,I-H1,EASTBOUND,MCCULLY ST,HI,HONOLULU,96826,21.29979,-157.8323,21.29801,-157.8291,0.240766,44.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,6,1,2,10,,125600,9598,370,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,62800,4799,185
126N04105,I-H1,EASTBOUND,BINGHAM ST/WILDER AVE,HI,HONOLULU,96826,21.29776,-157.82839,21.29594,-157.82374,0.32512,45.001,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,6,1,2,10,,125600,9598,370,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,62800,4799,185
126+04805,PALI HWY,NORTHBOUND,HI-98/S VINEYARD BLVD,HI,HONOLULU,96813,21.31193,-157.85761,21.31273,-157.85647,0.092007,1.0,Pacific/Honolulu,P1.11,USA,4803,3,N,3,89770,2,,6,7505,6,1,,12730,2989,241,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,6365,1495,121
126N04104,I-H1,EASTBOUND,UNIVERSITY AVE,HI,HONOLULU,96826,21.29484,-157.82176,21.29379,-157.8205,0.109122,47.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,6,1,2,10,,125600,9598,370,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,62800,4799,185
126N04109,I-H1,EASTBOUND,S VINEYARD BLVD/WARD AVE,HI,HONOLULU,96813,21.30858,-157.85166,21.30507,-157.84712,0.403572,38.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,8,1,2,10,,162900,19527,615,1,99,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,81450,9764,308
126N04108,I-H1,EASTBOUND,PIIKOI ST,HI,HONOLULU,96814,21.305,-157.84691,21.30247,-157.83927,0.522442,40.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,8,1,2,10,,135125,24393,2114,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,67563,12197,1057
126N04103,I-H1,EASTBOUND,WAIALAE AVE (HONOLULU) (WEST),HI,HONOLULU,96826,21.29099,-157.81797,21.28985,-157.81611,0.143343,49.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,6,1,2,10,,100600,11862,369,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,50300,5931,185
126N04102,I-H1,EASTBOUND,KAPIOLANI BLVD,HI,HONOLULU,96816,21.28767,-157.81287,21.28708,-157.81236,0.052343,51.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,6,1,2,10,,97486,16000,321,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,48743,8000,161
126N04101,I-H1,EASTBOUND,6TH AVE,HI,HONOLULU,96816,21.28496,-157.80952,21.28378,-157.80722,0.169004,53.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,8,1,2,10,,93800,20903,265,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,46900,10452,133
126N04100,I-H1,EASTBOUND,KOKO HEAD AVE,HI,HONOLULU,96816,21.28088,-157.8015,21.27962,-157.79901,0.182394,55.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,6,1,2,10,,79729,10819,720,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,39865,5410,360
126-04249,KAPIOLANI BLVD,EASTBOUND,S KING ST/HARDING AVE,HI,HONOLULU,96826,21.28827,-157.81718,21.28855,-157.81553,0.107965,11.0,Pacific/Honolulu,P1.11,USA,81,4,N,3,89770,2,1,6,7503,6,1,,13853,3895,73,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,6927,1948,37
126-04248,KAPIOLANI BLVD,EASTBOUND,I-H1/WAIALAE AVE/KAPAHULU AVE,HI,HONOLULU,96826,21.2887,-157.81476,21.28896,-157.81343,0.087489,13.0,Pacific/Honolulu,P1.11,USA,81,4,N,3,89770,2,,6,7503,6,1,,13853,3895,73,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,6927,1948,37
126P04248,KAPIOLANI BLVD,WESTBOUND,I-H1/WAIALAE AVE/KAPAHULU AVE,HI,HONOLULU,96826,21.28902,-157.81312,21.28896,-157.81343,0.020379,2.0,Pacific/Honolulu,P1.11,USA,81,4,N,3,89770,2,,6,7503,6,1,,14154,3397,106,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,7077,1699,53
126P04249,KAPIOLANI BLVD,WESTBOUND,S KING ST/HARDING AVE,HI,HONOLULU,96826,21.2887,-157.81476,21.28855,-157.81553,0.050645,4.0,Pacific/Honolulu,P1.11,USA,81,4,N,3,89770,2,,6,7503,6,1,,13853,3895,73,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,6927,1948,37
126+04812,HI-98,NORTHBOUND,QUEEN EMMA ST,HI,HONOLULU,96813,21.31024,-157.85429,21.31155,-157.85545,0.117533,4.0,Pacific/Honolulu,P1.11,USA,4809,4,N,3,89770,2,,6,98,4,9,,20850,105,41,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,10425,53,21
126+04811,HI-98,NORTHBOUND,PUNCHBOWL ST,HI,HONOLULU,96813,21.30601,-157.84924,21.31024,-157.85429,0.438114,2.0,Pacific/Honolulu,P1.11,USA,4809,4,N,3,89770,2,1,4,98,4,9,,10900,92,36,1,96,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,5450,46,18
126P04478,PIIKOI ST,NORTHBOUND,I-H1/LUNALILO FWY,HI,HONOLULU,96814,21.30336,-157.84238,21.30362,-157.84219,0.021772,5.0,Pacific/Honolulu,P1.11,USA,116,3,N,3,89770,1,,2,7526,6,1,,22838,601,504,1,28,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,22838,601,504
126P04231,HI-72,NORTHBOUND,KEOLU DR,HI,HONOLULU,96734,21.36756,-157.73978,21.36831,-157.74029,0.061325,9.0,Pacific/Honolulu,P1.11,USA,76,2,N,3,43669,2,,4,72,4,9,,14983,2500,236,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,7492,1250,118
126P04232,HI-72,NORTHBOUND,HI-61/KALANIANAOLE HWY/KAILUA RD,HI,HONOLULU,96734,21.38054,-157.75545,21.38085,-157.75616,0.050575,11.0,Pacific/Honolulu,P1.11,USA,76,2,N,3,43669,2,,4,72,4,9,,16006,2805,240,1,99,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,8003,1403,120
126N04321,HI-93,SOUTHBOUND,ALIINUI DR,HI,HONOLULU,96707,21.34705,-158.12542,21.34554,-158.12247,0.216585,9.0,Pacific/Honolulu,P1.11,USA,91,4,N,3,89770,2,,4,93,4,9,,40100,3221,1281,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,20050,1611,641
126-04262,UNIVERSITY AVE,SOUTHBOUND,I-H1/LUNALILO FWY,HI,HONOLULU,96822,21.29909,-157.82118,21.29538,-157.82129,0.256412,2.0,Pacific/Honolulu,P1.11,USA,83,4,N,3,89770,2,,5,7615,6,1,,18238,2996,179,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,9119,1498,90
126-04261,UNIVERSITY AVE,SOUTHBOUND,S KING ST/S BERETANIA ST,HI,HONOLULU,96826,21.29443,-157.82132,21.29193,-157.82193,0.181568,4.0,Pacific/Honolulu,P1.11,USA,83,4,N,3,89770,2,,4,7615,6,1,,21100,4440,230,1,99,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,10550,2220,115
126-04292,HI-99,SOUTHBOUND,KAONOHI ST,HI,HONOLULU,96701,21.3871,-157.95444,21.38334,-157.94619,0.590856,27.0,Pacific/Honolulu,P1.11,USA,87,3,N,3,89770,2,1,6,99,4,9,,30160,582,182,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,15080,291,91
126-04291,HI-99,SOUTHBOUND,HI-78/MOANALUA FWY,HI,HONOLULU,96701,21.38334,-157.94619,21.37814,-157.93571,0.766261,28.0,Pacific/Honolulu,P1.11,USA,87,3,N,3,89770,2,1,6,99,4,9,,40187,927,287,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,20094,464,144
126-04290,HI-99,SOUTHBOUND,SALT LAKE BLVD/FORD ISLAND BRIDGE,HI,HONOLULU,96701,21.37249,-157.93345,21.37181,-157.93385,0.053562,30.0,Pacific/Honolulu,P1.11,USA,87,3,N,3,89770,2,,7,99,4,9,,36100,651,203,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,18050,326,102
126N04153,HI-92,EASTBOUND,KALAKAUA AVE,HI,HONOLULU,96815,21.28557,-157.8335,21.28557,-157.83288,0.040359,21.5,Pacific/Honolulu,P1.11,USA,69,4,N,3,89770,2,,5,92,4,9,,21400,1163,141,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,10700,582,71
126N04152,HI-78,EASTBOUND,HI-99,HI,HONOLULU,96701,21.37814,-157.93571,21.37609,-157.93314,0.223461,2.5,Pacific/Honolulu,P1.11,USA,68,3,N,2,89770,2,1,2,78,4,9,,26900,1378,357,1,96,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,13450,689,179
126N04151,HI-78,EASTBOUND,MOANALUA RD,HI,HONOLULU,96701,21.37578,-157.93109,21.3754,-157.92928,0.119761,3.0,Pacific/Honolulu,P1.11,USA,68,3,N,2,89770,2,,5,78,4,9,,33300,1651,208,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,16650,826,104
126N04157,HI-92,EASTBOUND,PUNCHBOWL ST,HI,HONOLULU,96813,21.3024,-157.86336,21.30185,-157.86329,0.03826,18.0,Pacific/Honolulu,P1.11,USA,69,3,N,3,89770,2,,6,92,4,9,,43900,1405,174,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,21950,703,87
126N04155,HI-92,EASTBOUND,PIIKOI ST,HI,HONOLULU,96814,21.29087,-157.84796,21.29082,-157.84784,0.008461,20.0,Pacific/Honolulu,P1.11,USA,69,3,N,3,89770,2,,6,92,4,9,,44200,1163,141,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,22100,582,71
126P04697,KANEOHE BAY DR/MOKAPU SADDLE RD,EASTBOUND,I-H3,HI,HONOLULU,96734,21.4076,-157.76764,21.40598,-157.76281,0.33802,4.0,Pacific/Honolulu,P1.3,USA,153,3,N,3,43669,2,,4,65,4,9,,19519,670,89,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,9760,335,45
126P04454,HI-750,NORTHBOUND,ANONUI ST,HI,HONOLULU,96797,21.39633,-158.03792,21.39642,-158.03796,0.006728,2.5,Pacific/Honolulu,P1.11,USA,111,3,N,3,89770,2,,2,750,4,1,,20600,2012,350,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,10300,1006,175
126P04457,HI-750,NORTHBOUND,HI-99/WILIKINA DR,HI,HONOLULU,96786,21.48795,-158.03996,21.4887,-158.03944,0.062112,6.0,Pacific/Honolulu,P1.11,USA,111,3,N,4,89770,2,,4,750,4,1,,27000,446,33,1,99,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,13500,223,17
126P04698,KANEOHE BAY DR/MOKAPU SADDLE RD,EASTBOUND,KAAPA QUARRY RD,HI,HONOLULU,96734,21.40644,-157.75914,21.40685,-157.7581,0.072647,4.5,Pacific/Honolulu,P1.11,USA,153,3,N,3,43669,2,,4,65,4,9,,19700,528,68,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,9850,264,34
126N04150,HI-78,EASTBOUND,I-H1 (AIEA),HI,HONOLULU,96701,21.37441,-157.92755,21.37212,-157.92212,0.394733,5.0,Pacific/Honolulu,P1.11,USA,68,3,N,1,89770,2,1,4,201,2,10,,44350,5458,473,1,95,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,22175,2729,237
126P04451,HI-76,NORTHBOUND,EXIT 5,HI,HONOLULU,96797,21.3722,-158.02584,21.38002,-158.02906,0.591738,8.0,Pacific/Honolulu,P1.11,USA,110,4,N,2,89770,2,1,4,76,4,9,,59663,4966,3676,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,29832,2483,1838
126P04450,HI-76,NORTHBOUND,RENTON RD,HI,HONOLULU,96706,21.3479,-158.02676,21.34801,-158.02679,0.00784,6.0,Pacific/Honolulu,P1.11,USA,110,4,N,3,89770,2,,6,76,4,9,,43600,2521,4419,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,21800,1261,2210
126P04692,HI-7110,EASTBOUND,HI-76/HI-750/FORT WEAVER RD/KUNIA RD,HI,HONOLULU,96706,21.37491,-158.02898,21.37678,-158.0252,0.27552,6.0,Pacific/Honolulu,P1.11,USA,152,4,N,3,89770,2,,4,7101,4,1,,30900,2403,502,1,28,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,15450,1202,251
